설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	214(본관2층 노조사무실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
송호대학	창조관-2-1-7	강원도	횡성군	교육시설	KT				강원도 횡성군 횡성읍 남산리 8-1	강원도 횡성군청	033-744-9016	37.4798	128.003107	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	234(스노우 어드벤처)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	212(본관3층 좌측EPS실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	220(서관1층 우측EPS실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	220(서관1층 우측EPS실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	220(서관1층 우측EPS실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	오스타CC_239(오스타 전산실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	201 (R/C1층 전산실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	213(본관3F_우측EPS실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(오수처리장)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
바이더웨이 횡성북천점	바이더웨이 횡성북천점	강원도	횡성군	편의시설	LG U+				강원도 횡성군 횡성읍 북천리 115-74번지	강원도 횡성군청	033-810-2900	37.4930422	127.9904022	2017-05-25
우천 보건지소	접수실	강원도	횡성군	관공서	LG U+				강원도 횡성군 우천면 우항리 589-2번지	강원도 횡성군청	02-2015-9121	37.459653	128.0632734	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.490967	128.251373	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.490967	128.251373	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.490967	128.251373	2017-05-25
공근 보건지소	접수실	강원도	횡성군	관공서	LG U+				강원도 횡성군 공근면 학담리 202-1번지	강원도 횡성군청	02-2015-9121	37.536805	127.962008	2017-05-25
횡성우체국-1-1-28	횡성우체국-1-1-28	강원도	횡성군	관공서	KT				강원도 횡성군 횡성읍 읍하리 119-2	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	체험방-2-85	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	체험방-1-84	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	체험방-1-83	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	배움방-3-82	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	배움방-3-81	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	배움방-2-80	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	배움방-1-79	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	관리동-1-91	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성숲체원	관리동-1-89	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 삽교리 1767-21	강원도 횡성군청	033-744-9016	37.537155	128.291628	2017-05-25
횡성군청	본관-4-111	강원도	횡성군	관공서	KT				강원도 횡성군 횡성읍 읍하리 58-1	강원도 횡성군청	033-744-9016	37.491932	127.985036	2017-05-25
횡성군청	본관-4-110	강원도	횡성군	관공서	KT				강원도 횡성군 횡성읍 읍하리 58-1	강원도 횡성군청	033-744-9016	37.491932	127.985036	2017-05-25
횡성군청	본관-3-109	강원도	횡성군	관공서	KT				강원도 횡성군 횡성읍 읍하리 58-1	강원도 횡성군청	033-744-9016	37.491932	127.985036	2017-05-25
횡성군청	본관-2-108	강원도	횡성군	관공서	KT				강원도 횡성군 횡성읍 읍하리 58-1	강원도 횡성군청	033-744-9016	37.491932	127.985036	2017-05-25
횡성군청	본관-1-107	강원도	횡성군	관공서	KT				강원도 횡성군 횡성읍 읍하리 58-1	강원도 횡성군청	033-744-9016	37.491932	127.985036	2017-05-25
횡성군청	본관-1-106	강원도	횡성군	관공서	KT				강원도 횡성군 횡성읍 읍하리 58-1	강원도 횡성군청	033-744-9016	37.491932	127.985036	2017-05-25
횡성군의회	민원실1-51	강원도	횡성군	관공서	KT				강원도 횡성군 횡성읍 읍하리 58-1	강원도 횡성군청	033-744-9016	37.491932	127.985036	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
둔내 보건지소	접수실1-1-82	강원도	횡성군	관공서	KT				강원도 횡성군 둔내면 자포곡리 423-3	강원도 횡성군청	02-2015-9121	37.512342	128.22075	2017-05-25
안흥 보건지소	접수실1-1-42	강원도	횡성군	관공서	KT				강원도 횡성군 안흥면 안흥리 284-11	강원도 횡성군청	02-2015-9121	37.412967	128.156143	2017-05-25
송호대학	창조관-1-4-6	강원도	횡성군	교육시설	KT				강원도 횡성군 횡성읍 남산리 8-1	강원도 횡성군청	033-744-9016	37.4798	128.003107	2017-05-25
서원 보건지소	접수실1-1-231	강원도	횡성군	관공서	KT				강원도 횡성군 서원면 창촌리 549-3	강원도 횡성군청	02-2015-9121	37.48645	127.85036	2017-05-25
현대자동차-횡성	사무실2-60	강원도	횡성군	편의시설	KT				강원도 횡성군 횡성읍 읍상리 661-0	강원도 횡성군청	033-744-9016	37.487859	127.987091	2017-05-25
현대자동차-횡성	입구1-61	강원도	횡성군	편의시설	KT				강원도 횡성군 횡성읍 읍상리 661-0	강원도 횡성군청	033-744-9016	37.487859	127.987091	2017-05-25
치악산코레스코콘도	콘도B1-N2-168	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 오원리 539-1	강원도 횡성군청	033-744-9016	37.437587	128.095537	2017-05-25
치악산코레스코콘도	콘도1-N2-163	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 오원리 539-1	강원도 횡성군청	033-744-9016	37.437587	128.095537	2017-05-25
청우골프장	클럽하우스 골프장-1-15	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	클럽하우스 골프장-1-14	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	클럽하우스 골프장-1-13	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	클럽하우스 골프장-1-12	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	클럽하우스 골프장-1-11	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	클럽하우스1-B1-9	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	클럽하우스1-B1-8	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	클럽하우스1-B1-7	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	클럽하우스1-1-10	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 하대리 87-0	강원도 횡성군청	033-744-9016	37.463974	128.085808	2017-05-25
청우골프장	커뮤니티센터-2-17	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 상하가리 328-0	강원도 횡성군청	033-744-9016	37.465628	128.072554	2017-05-25
청우골프장	커뮤니티센터-2-16	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 상하가리 328-0	강원도 횡성군청	033-744-9016	37.465628	128.072554	2017-05-25
청우골프장	커뮤니티센터-1-19	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 상하가리 328-0	강원도 횡성군청	033-744-9016	37.465628	128.072554	2017-05-25
청우골프장	커뮤니티센터-1-18	강원도	횡성군	편의시설	KT				강원도 횡성군 우천면 상하가리 328-0	강원도 횡성군청	033-744-9016	37.465628	128.072554	2017-05-25
일륭기공	본관-2-4	강원도	횡성군	기타	KT				강원도 횡성군 횡성읍 정암리 2-1	강원도 횡성군청	033-744-9016	37.466677	128.037057	2017-05-25
오스타-골프장	골프장B1-185	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 우용리 산166-0	강원도 횡성군청	033-744-9016	37.473864	128.23425	2017-05-25
오스타-골프장	골프장4-189	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 우용리 산166-0	강원도 횡성군청	033-744-9016	37.473864	128.23425	2017-05-25
오스타-골프장	골프장3-188	강원도	횡성군	편의시설	KT				강원도 횡성군 둔내면 우용리 산166-0	강원도 횡성군청	033-744-9016	37.473864	128.23425	2017-05-25
일륭기공	본관-2-3	강원도	횡성군	기타	KT				강원도 횡성군 횡성읍 정암리 2-1	강원도 횡성군청	033-744-9016	37.466677	128.037057	2017-05-25
일륭기공	본관-1-6	강원도	횡성군	기타	KT				강원도 횡성군 횡성읍 정암리 2-1	강원도 횡성군청	033-744-9016	37.466677	128.037057	2017-05-25
일륭기공	본관-1-5	강원도	횡성군	기타	KT				강원도 횡성군 횡성읍 정암리 2-1	강원도 횡성군청	033-744-9016	37.466677	128.037057	2017-05-25
옥스필드골프장-횡성	골프장B1-67	강원도	횡성군	편의시설	KT				강원도 횡성군 서원면 유현리 산61-0	강원도 횡성군청	033-744-9016	37.518214	127.844752	2017-05-25
옥스필드골프장-횡성	골프장1-74	강원도	횡성군	편의시설	KT				강원도 횡성군 서원면 유현리 산61-0	강원도 횡성군청	033-744-9016	37.518214	127.844752	2017-05-25
옥스필드골프장-횡성	골프장1-73	강원도	횡성군	편의시설	KT				강원도 횡성군 서원면 유현리 산61-0	강원도 횡성군청	033-744-9016	37.518214	127.844752	2017-05-25
옥스필드골프장-횡성	골프장1-71	강원도	횡성군	편의시설	KT				강원도 횡성군 서원면 유현리 산61-0	강원도 횡성군청	033-744-9016	37.518214	127.844752	2017-05-25
옥스필드골프장-횡성	골프장1-70	강원도	횡성군	편의시설	KT				강원도 횡성군 서원면 유현리 산61-0	강원도 횡성군청	033-744-9016	37.518214	127.844752	2017-05-25
옥스필드골프장-횡성	골프장1-69	강원도	횡성군	편의시설	KT				강원도 횡성군 서원면 유현리 산61-0	강원도 횡성군청	033-744-9016	37.518214	127.844752	2017-05-25
옥스필드골프장-횡성	골프장1-68	강원도	횡성군	편의시설	KT				강원도 횡성군 서원면 유현리 산61-0	강원도 횡성군청	033-744-9016	37.518214	127.844752	2017-05-25
